ORDER_ID,ORDER DATE,SHIP MODE,CUSTOMER   NAME,SEGMENT,COUNTRY,CITY,STATE,REGION,CATEGORY,SUB-CATEGORY,SALES,QUANTITY,DISCOUNT,PROFIT,PROFIT MARGIN% ,YEAR
CA-2015-118339,2015-03-17,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,47.18,7,0,23.59,50.00,2015
CA-2015-118339,2015-03-17,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Art,19.68,6,0,5.7072,29.00,2015
CA-2015-118339,2015-03-17,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,53.4,10,0,25.098,47.00,2015
CA-2015-118339,2015-03-17,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,35.88,6,0,17.2224,48.00,2015
CA-2015-153976,2015-10-03,Second Class,Beth Paige,Consumer,United States,Evanston,Illinois,Central,Furniture,Chairs,258.279,3,0.3,-70.1043,-27.14,2015
CA-2017-162901,2017-03-28,First Class,Aaron Smayling,Corporate,United States,Arlington,Virginia,South,Office Supplies,Storage,31.4,2,0,7.85,25.00,2017
CA-2018-162978,2018-05-04,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,West,Technology,Phones,183.96,5,0.2,20.6955,11.25,2018
CA-2018-162978,2018-05-04,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,17.61,3,0,8.4528,48.00,2018
CA-2018-162978,2018-05-04,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,West,Furniture,Tables,300.904,1,0.2,11.2839,3.75,2018
US-2015-160444,2015-07-05,Same Day,Dan Campbell,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552,-20.00,2015
US-2015-160444,2015-07-05,Same Day,Dan Campbell,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,281.424,11,0.2,-35.178,-12.50,2015
CA-2017-145247,2017-05-05,First Class,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,South,Office Supplies,Paper,79.14,3,0,36.4044,46.00,2017
CA-2018-160045,2018-04-26,First Class,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,Furniture,Furnishings,1.988,1,0.6,-1.4413,-72.50,2018
US-2015-151925,2015-09-26,Second Class,Kean Takahito,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,145.568,2,0.2,0,0.00,2015
CA-2018-125199,2018-10-19,Standard Class,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,123.256,7,0.2,9.2442,7.50,2018
CA-2018-125199,2018-10-19,Standard Class,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.68,4,0.2,7.4,31.25,2018
CA-2018-125199,2018-10-19,Standard Class,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,309.576,4,0.4,-56.7556,-18.33,2018
US-2018-155425,2018-11-10,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,West,Office Supplies,Binders,38.388,14,0.7,-25.592,-66.67,2018
US-2018-155425,2018-11-10,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Machines,95.994,2,0.7,-63.996,-66.67,2018
US-2018-155425,2018-11-10,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Accessories,239.952,6,0.2,-35.9928,-15.00,2018
US-2018-155425,2018-11-10,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Phones,201.584,2,0.2,15.1188,7.50,2018
US-2018-155425,2018-11-10,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,West,Furniture,Chairs,899.136,4,0.2,-146.1096,-16.25,2018
CA-2018-133249,2018-07-08,First Class,Sam Zeldin,Home Office,United States,Pico Rivera,California,West,Furniture,Furnishings,145.9,5,0,62.737,43.00,2018
US-2016-103471,2016-12-24,Standard Class,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,Furniture,Bookcases,590.058,7,0.7,-786.744,-133.33,2016
US-2016-103471,2016-12-24,Standard Class,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,Office Supplies,Art,14.04,3,0.2,1.5795,11.25,2016
CA-2018-136672,2018-03-07,Standard Class,Michael Granlund,Home Office,United States,Clinton,Maryland,East,Technology,Accessories,49.08,3,0,4.908,10.00,2018
US-2015-157021,2015-04-01,Second Class,Kunst Miller,Consumer,United States,Vallejo,California,West,Office Supplies,Labels,29.6,2,0,14.8,50.00,2015
US-2015-157021,2015-04-01,Second Class,Kunst Miller,Consumer,United States,Vallejo,California,West,Office Supplies,Binders,17.088,4,0.2,5.5536,32.50,2015
CA-2016-120362,2016-09-14,Standard Class,Christina Anderson,Consumer,United States,Provo,Utah,West,Furniture,Tables,912.75,5,0,118.6575,13.00,2016
CA-2015-126361,2015-08-04,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Appliances,1089.75,3,0,305.13,28.00,2015
CA-2015-126361,2015-08-04,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Paper,447.84,8,0,219.4416,49.00,2015
CA-2015-126361,2015-08-04,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Art,16.4,5,0,4.264,26.00,2015
CA-2015-126361,2015-08-04,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Technology,Phones,399.96,5,0.2,34.9965,8.75,2015
CA-2015-126361,2015-08-04,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Storage,158.9,5,0,7.945,5.00,2015
CA-2015-126361,2015-08-04,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Binders,13.184,1,0.2,4.7792,36.25,2015
US-2017-100566,2017-09-03,Standard Class,Julie Kriz,Home Office,United States,Aurora,Illinois,Central,Furniture,Furnishings,83.952,3,0.6,-90.2484,-107.50,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Storage,80.98,1,0,1.6196,2.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,348.84,9,0,170.9316,49.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Fasteners,9.45,5,0,0.189,2.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Furniture,Furnishings,18.84,3,0,7.1592,38.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Furniture,Bookcases,239.98,2,0,52.7956,22.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Envelopes,167.96,2,0,78.9412,47.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,104.85,3,0,28.3095,27.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,484.83,3,0,126.0558,26.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,122.97,3,0,60.2553,49.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Storage,154.44,3,0,1.5444,1.00,2017
US-2017-108504,2017-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,342.37,7,0,160.9139,47.00,2017
CA-2018-124828,2018-07-03,First Class,Yana Sorensen,Corporate,United States,Burlington,North Carolina,South,Office Supplies,Art,9.552,3,0.2,1.5522,16.25,2018
US-2018-117247,2018-10-09,Standard Class,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,652.45,5,0.5,-430.617,-66.00,2018
US-2018-117247,2018-10-09,Standard Class,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,66.645,3,0.5,-42.6528,-64.00,2018
CA-2017-124485,2017-11-24,First Class,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Binders,17.216,4,0.2,6.0256,35.00,2017
CA-2017-124485,2017-11-24,First Class,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Paper,11.56,2,0,5.6644,49.00,2017
CA-2017-124485,2017-11-24,First Class,Nat Carroll,Consumer,United States,New York City,New York,East,Technology,Accessories,88.4,4,0,11.492,13.00,2017
CA-2017-124485,2017-11-24,First Class,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Paper,6.48,1,0,3.1104,48.00,2017
CA-2017-159212,2017-11-01,Standard Class,Katherine Murray,Home Office,United States,Salem,Virginia,South,Technology,Phones,21.8,2,0,6.104,28.00,2017
CA-2017-159212,2017-11-01,Standard Class,Katherine Murray,Home Office,United States,Salem,Virginia,South,Office Supplies,Envelopes,251.79,3,0,118.3413,47.00,2017
US-2017-161396,2017-04-19,Standard Class,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,Furniture,Tables,205.176,2,0.4,-58.1332,-28.33,2017
US-2017-161396,2017-04-19,Standard Class,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,Office Supplies,Paper,419.4,5,0.2,146.79,35.00,2017
US-2015-118486,2015-04-06,First Class,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896,-21.25,2015
US-2015-118486,2015-04-06,First Class,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,154.764,3,0.4,-36.1116,-23.33,2015
US-2015-118486,2015-04-06,First Class,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,116.784,2,0.2,21.897,18.75,2015
CA-2017-130407,2017-09-02,Standard Class,Karen Daniels,Consumer,United States,New York City,New York,East,Office Supplies,Art,75.48,2,0,19.6248,26.00,2017
CA-2017-130407,2017-09-02,Standard Class,Karen Daniels,Consumer,United States,New York City,New York,East,Furniture,Furnishings,39.98,2,0,9.995,25.00,2017
US-2017-122245,2017-09-25,Standard Class,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458,-52.00,2017
CA-2018-105144,2018-11-04,Standard Class,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,Central,Office Supplies,Labels,23.68,2,0.2,8.88,37.50,2018
CA-2017-136329,2017-07-09,Standard Class,Jonathan Doherty,Corporate,United States,New York City,New York,East,Furniture,Chairs,408.006,2,0.1,72.5344,17.78,2017
CA-2017-136329,2017-07-09,Standard Class,Jonathan Doherty,Corporate,United States,New York City,New York,East,Furniture,Furnishings,165.28,4,0,14.8752,9.00,2017
CA-2015-146640,2015-06-30,Standard Class,Helen Abelman,Consumer,United States,New York City,New York,East,Office Supplies,Binders,334.768,7,0.2,108.7996,32.50,2015
CA-2018-115994,2018-01-28,Second Class,Beth Thompson,Home Office,United States,Costa Mesa,California,West,Technology,Accessories,239.97,3,0,26.3967,11.00,2018
CA-2018-115994,2018-01-28,Second Class,Beth Thompson,Home Office,United States,Costa Mesa,California,West,Furniture,Furnishings,37.74,3,0,12.8316,34.00,2018
CA-2016-126697,2016-09-21,First Class,Stuart Van,Corporate,United States,Houston,Texas,Central,Technology,Phones,946.344,7,0.2,118.293,12.50,2016
CA-2016-126697,2016-09-21,First Class,Stuart Van,Corporate,United States,Houston,Texas,Central,Technology,Accessories,151.2,3,0.2,32.13,21.25,2016
CA-2016-126697,2016-09-21,First Class,Stuart Van,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,4.928,4,0.6,-1.4784,-30.00,2016
CA-2016-124800,2016-09-26,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Paper,86.272,4,0.2,31.2736,36.25,2016
CA-2016-124800,2016-09-26,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Binders,72.588,2,0.7,-48.392,-66.67,2016
CA-2016-124800,2016-09-26,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Appliances,60.672,2,0.2,14.4096,23.75,2016
CA-2016-124800,2016-09-26,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Binders,77.031,9,0.7,-59.0571,-76.67,2016
CA-2016-124800,2016-09-26,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Storage,119.904,6,0.2,-1.4988,-1.25,2016
CA-2016-124800,2016-09-26,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Technology,Phones,263.96,5,0.2,23.0965,8.75,2016
CA-2016-124800,2016-09-26,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Storage,363.648,4,0.2,-86.3664,-23.75,2016
US-2016-164448,2016-10-31,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Binders,9.728,2,0.2,3.2832,33.75,2016
US-2016-164448,2016-10-31,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Envelopes,14.75,5,0,7.08,48.00,2016
US-2016-164448,2016-10-31,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Binders,29.8,5,0.2,9.3125,31.25,2016
US-2016-164448,2016-10-31,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Labels,427.42,14,0,196.6132,46.00,2016
CA-2018-122700,2018-11-26,Standard Class,Liz Thompson,Consumer,United States,Columbus,Ohio,East,Technology,Phones,220.752,8,0.4,-40.4712,-18.33,2018
CA-2015-120768,2015-12-19,Second Class,Irene Maddox,Consumer,United States,Florence,Alabama,South,Office Supplies,Binders,152.76,6,0,74.8524,49.00,2015
CA-2015-120768,2015-12-19,Second Class,Irene Maddox,Consumer,United States,Florence,Alabama,South,Office Supplies,Supplies,7.27,1,0,1.9629,27.00,2015
CA-2015-120768,2015-12-19,Second Class,Irene Maddox,Consumer,United States,Florence,Alabama,South,Furniture,Chairs,1819.86,14,0,163.7874,9.00,2015
US-2017-153129,2017-12-26,Standard Class,Frank Preis,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,33.9,5,0,15.594,46.00,2017
CA-2018-106852,2018-06-20,Standard Class,Shui Tom,Consumer,United States,Parma,Ohio,East,Office Supplies,Paper,31.104,6,0.2,10.8864,35.00,2018
CA-2018-106852,2018-06-20,Standard Class,Shui Tom,Consumer,United States,Parma,Ohio,East,Office Supplies,Art,5.248,2,0.2,0.5904,11.25,2018
CA-2016-139731,2016-10-15,Same Day,Joel Eaton,Consumer,United States,Amarillo,Texas,Central,Technology,Accessories,263.88,3,0.2,42.8805,16.25,2016
CA-2016-139731,2016-10-15,Same Day,Joel Eaton,Consumer,United States,Amarillo,Texas,Central,Furniture,Chairs,2453.43,5,0.3,-350.49,-14.29,2016
CA-2018-122735,2018-04-12,Second Class,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Binders,29.7,5,0,13.365,45.00,2018
CA-2018-122735,2018-04-12,Second Class,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,39.96,4,0,17.982,45.00,2018
CA-2018-128160,2018-12-19,Second Class,Michael Moore,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,36.672,2,0.2,11.46,31.25,2018
CA-2018-117695,2018-08-05,First Class,Pauline Webber,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,13.76,2,0,6.3296,46.00,2018
CA-2016-166135,2016-10-01,Standard Class,Shaun Chance,Corporate,United States,Aurora,Colorado,West,Office Supplies,Storage,139.424,4,0.2,17.428,12.50,2016
CA-2017-133725,2017-05-23,Standard Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,1979.928,9,0.2,148.4946,7.50,2017
CA-2018-102337,2018-06-13,First Class,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,164.736,4,0.2,-39.1248,-23.75,2018
CA-2018-102337,2018-06-13,First Class,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,470.302,7,0.3,-87.3418,-18.57,2018
CA-2018-102337,2018-06-13,First Class,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,47.984,2,0.2,5.998,12.50,2018
US-2015-112564,2015-04-23,First Class,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.502,3,0.7,-1.7514,-70.00,2015
CA-2016-145821,2016-05-01,Standard Class,Jennifer Braxton,Corporate,United States,Los Angeles,California,West,Technology,Phones,88.752,3,0.2,11.094,12.50,2016
US-2016-160150,2016-07-19,First Class,Thais Sissman,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,2.025,1,0.7,-1.35,-66.67,2016
CA-2017-133711,2017-11-26,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Paper,70.98,7,0,34.7802,49.00,2017
CA-2017-133711,2017-11-26,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,91.68,3,0,45.84,50.00,2017
CA-2017-133711,2017-11-26,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,33.75,5,0,16.875,50.00,2017
CA-2017-133711,2017-11-26,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Technology,Machines,3040,8,0,1459.2,48.00,2017
CA-2018-148474,2018-06-12,Standard Class,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,Office Supplies,Binders,91.2,3,0,41.952,46.00,2018
CA-2018-148474,2018-06-12,Standard Class,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,Furniture,Tables,452.94,3,0,67.941,15.00,2018
CA-2016-111297,2016-08-17,Standard Class,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,East,Office Supplies,Binders,52.2,9,0,23.49,45.00,2016
CA-2017-123722,2017-09-25,Standard Class,Nicole Hansen,Corporate,United States,Irving,Texas,Central,Office Supplies,Labels,15.936,4,0.2,5.1792,32.50,2017
CA-2015-155271,2015-05-04,Same Day,Andrew Allen,Consumer,United States,Middletown,Connecticut,East,Furniture,Furnishings,27.46,2,0,9.8856,36.00,2015
CA-2016-119907,2016-12-01,Standard Class,Logan Currie,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,55.424,2,0.2,19.3984,35.00,2016
US-2017-128902,2017-03-11,Standard Class,Mick Brown,Consumer,United States,Vineland,New Jersey,East,Furniture,Tables,244.006,2,0.3,-31.3722,-12.86,2017
CA-2017-152289,2017-08-26,First Class,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,Technology,Accessories,159.984,2,0.2,43.9956,27.50,2017
CA-2017-152289,2017-08-26,First Class,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,Furniture,Chairs,1024.716,6,0.3,-29.2776,-2.86,2017
US-2017-104794,2017-12-16,First Class,Keith Dawkins,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,3.68,2,0,1.8032,49.00,2017
CA-2015-151708,2015-08-08,Standard Class,Maria Bertelson,Consumer,United States,Glendale,Arizona,West,Furniture,Furnishings,121.376,4,0.2,-3.0344,-2.50,2015
CA-2015-151708,2015-08-08,Standard Class,Maria Bertelson,Consumer,United States,Glendale,Arizona,West,Technology,Accessories,95.976,3,0.2,-10.7973,-11.25,2015
CA-2016-100769,2016-05-16,Same Day,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,South,Technology,Accessories,255.968,4,0.2,31.996,12.50,2016
CA-2018-139199,2018-12-09,Standard Class,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,872.94,3,0,226.9644,26.00,2018
CA-2018-139199,2018-12-09,Standard Class,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,41.54,2,0,19.5238,47.00,2018
CA-2018-139199,2018-12-09,Standard Class,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,12.96,2,0,6.2208,48.00,2018
US-2016-161466,2016-09-24,Second Class,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.5992,8.75,2016
CA-2018-164959,2018-07-11,Standard Class,Katherine Nockton,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,8.67,3,0,4.0749,47.00,2018
US-2016-105676,2016-12-01,Same Day,Neoma Murray,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,6.688,4,0.6,-4.0128,-60.00,2016
CA-2017-113138,2017-11-19,Standard Class,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Art,17.28,6,0,5.0112,29.00,2017
CA-2017-113138,2017-11-19,Standard Class,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Binders,17.712,3,0.2,6.4206,36.25,2017
US-2018-104955,2018-03-19,Standard Class,Catherine Glotzbach,Home Office,United States,New York City,New York,East,Office Supplies,Labels,28.91,7,0,13.2986,46.00,2018
CA-2017-121958,2017-11-13,Standard Class,Cindy Stewart,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Supplies,52.136,7,0.2,5.8653,11.25,2017
CA-2018-121468,2018-11-19,First Class,Katherine Ducich,Consumer,United States,Westminster,California,West,Technology,Phones,31.968,4,0.2,2.3976,7.50,2018
US-2017-108455,2017-12-02,Standard Class,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,25.92,4,0,12.4416,48.00,2017
US-2017-108455,2017-12-02,Standard Class,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,40.46,7,0,19.8254,49.00,2017
US-2017-108455,2017-12-02,Standard Class,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,33.87,3,0,8.8062,26.00,2017
CA-2018-101210,2018-08-25,Second Class,Don Weiss,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Art,9.728,2,0.2,1.7024,17.50,2018
CA-2018-101210,2018-08-25,Second Class,Don Weiss,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Paper,3.424,1,0.2,1.07,31.25,2018
US-2017-108098,2017-10-14,Standard Class,Christine Phan,Corporate,United States,Seattle,Washington,West,Technology,Accessories,177,3,0,30.09,17.00,2017
CA-2015-119032,2015-11-27,Standard Class,Maxwell Schwartz,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,3.76,2,0,1.316,35.00,2015
CA-2016-140410,2016-11-03,Standard Class,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,Technology,Phones,1212.848,7,0.2,106.1242,8.75,2016
CA-2016-140410,2016-11-03,Standard Class,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,Technology,Accessories,89.97,3,0,37.7874,42.00,2016
CA-2016-140410,2016-11-03,Standard Class,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,42.6,3,0,16.614,39.00,2016
CA-2015-136280,2015-11-29,Standard Class,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,5.04,2,0.2,1.764,35.00,2015
CA-2018-151911,2018-04-30,Second Class,Dionis Lloyd,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,62.96,4,0,28.332,45.00,2018
CA-2018-166436,2018-11-24,Standard Class,Todd Sumrall,Corporate,United States,New York City,New York,East,Office Supplies,Paper,5.88,1,0,2.8812,49.00,2018
CA-2018-166436,2018-11-24,Standard Class,Todd Sumrall,Corporate,United States,New York City,New York,East,Furniture,Chairs,977.292,6,0.1,173.7408,17.78,2018
CA-2018-139661,2018-10-30,Standard Class,Jane Waco,Corporate,United States,Vancouver,Washington,West,Furniture,Furnishings,9.64,2,0,3.6632,38.00,2018
CA-2015-123925,2015-12-17,Second Class,Roy Französisch,Consumer,United States,Columbus,Georgia,South,Office Supplies,Art,40.05,3,0,11.214,28.00,2015
CA-2018-152485,2018-09-04,Standard Class,John Dryer,Consumer,United States,Coppell,Texas,Central,Office Supplies,Art,10.192,7,0.2,3.185,31.25,2018
CA-2018-152485,2018-09-04,Standard Class,John Dryer,Consumer,United States,Coppell,Texas,Central,Office Supplies,Storage,16.784,1,0.2,-0.2098,-1.25,2018
CA-2018-152485,2018-09-04,Standard Class,John Dryer,Consumer,United States,Coppell,Texas,Central,Office Supplies,Art,13.12,5,0.2,3.772,28.75,2018
CA-2017-141586,2017-10-17,First Class,Neil Knudson,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,18.16,5,0.2,6.583,36.25,2017
CA-2018-130386,2018-11-12,Standard Class,Nathan Gelder,Consumer,United States,Austin,Texas,Central,Office Supplies,Paper,16.056,3,0.2,5.8203,36.25,2018
CA-2018-130386,2018-11-12,Standard Class,Nathan Gelder,Consumer,United States,Austin,Texas,Central,Office Supplies,Paper,223.056,9,0.2,69.705,31.25,2018
CA-2018-130386,2018-11-12,Standard Class,Nathan Gelder,Consumer,United States,Austin,Texas,Central,Office Supplies,Storage,540.048,3,0.2,-47.2542,-8.75,2018
CA-2017-100468,2017-11-24,Standard Class,Alyssa Tate,Home Office,United States,Los Angeles,California,West,Technology,Phones,33.52,2,0.2,3.352,10.00,2017
CA-2017-100468,2017-11-24,Standard Class,Alyssa Tate,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,9.94,2,0,3.0814,31.00,2017
CA-2016-153388,2016-08-01,Standard Class,Pauline Chand,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,6.72,4,0,3.36,50.00,2016
CA-2016-153388,2016-08-01,Standard Class,Pauline Chand,Home Office,United States,Los Angeles,California,West,Furniture,Tables,1004.976,6,0.2,-175.8708,-17.50,2016
CA-2018-154935,2018-12-24,Standard Class,Andy Reiter,Consumer,United States,New York City,New York,East,Office Supplies,Binders,17.88,3,0.2,5.5875,31.25,2018
CA-2017-134208,2017-09-17,Standard Class,Cindy Stewart,Consumer,United States,Columbus,Georgia,South,Technology,Machines,396,4,0,190.08,48.00,2017
CA-2018-108294,2018-12-10,Same Day,Lindsay Shagiari,Home Office,United States,Omaha,Nebraska,Central,Office Supplies,Binders,34.5,3,0,15.525,45.00,2018
CA-2018-103611,2018-09-12,First Class,Jessica Myrick,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,8.36,2,0,3.0096,36.00,2018
CA-2018-100384,2018-06-24,Standard Class,Nicole Hansen,Corporate,United States,Pomona,California,West,Office Supplies,Art,385.6,8,0,111.824,29.00,2018
CA-2018-100384,2018-06-24,Standard Class,Nicole Hansen,Corporate,United States,Pomona,California,West,Office Supplies,Art,35.82,9,0,11.8206,33.00,2018
CA-2018-112809,2018-08-18,Standard Class,Russell Applegate,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,200.064,3,0.2,12.504,6.25,2018
CA-2018-112809,2018-08-18,Standard Class,Russell Applegate,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,21.38,5,0.8,-33.139,-155.00,2018
CA-2018-112809,2018-08-18,Standard Class,Russell Applegate,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,6.744,4,0.8,-11.4648,-170.00,2018
US-2018-160759,2018-12-11,Standard Class,Arianne Irving,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,63.686,1,0.3,-9.098,-14.29,2018
CA-2018-148446,2018-12-10,Second Class,Michael Chen,Consumer,United States,North Las Vegas,Nevada,West,Furniture,Tables,1669.6,4,0,116.872,7.00,2018
